item;cond;NP1;le;C.VB;A;NP2;inf;ADV;ADJ;PP;item;cond;control;grammaticality;distractor;control_verb;adj_gender;infinitive;sentence
89;H;Elvira;le;reprochó;a;Belén;ser;totalmente;reacio;al aumento salarial;89;H;object;ungrammatical;mismatch;reprochó;masc;ser;Elvira le reprochó a Belén ser totalmente reacio al aumento salarial.
90;A;Blanca;le;expresó;a;Begoña;ser;más;positiva;ante los problemas;90;A;subject;grammatical;match;expresó;fem;ser;Blanca le expresó a Begoña ser más positiva ante los problemas.
90;B;Blanca;le;expresó;a;Esteban;ser;más;positiva;ante los problemas;90;B;subject;grammatical;mismatch;expresó;fem;ser;Blanca le expresó a Esteban ser más positiva ante los problemas.
90;C;Cristóbal;le;expresó;a;Begoña;ser;más;positiva;ante los problemas;90;C;subject;ungrammatical;match;expresó;fem;ser;Cristóbal le expresó a Begoña ser más positiva ante los problemas.
90;D;Cristóbal;le;expresó;a;Esteban;ser;más;positiva;ante los problemas;90;D;subject;ungrammatical;mismatch;expresó;fem;ser;Cristóbal le expresó a Esteban ser más positiva ante los problemas.
90;E;Blanca;le;recomendó;a;Begoña;ser;más;positiva;ante los problemas;90;E;object;grammatical;match;recomendó;fem;ser;Blanca le recomendó a Begoña ser más positiva ante los problemas.
90;F;Cristóbal;le;recomendó;a;Begoña;ser;más;positiva;ante los problemas;90;F;object;grammatical;mismatch;recomendó;fem;ser;Cristóbal le recomendó a Begoña ser más positiva ante los problemas.
90;G;Blanca;le;recomendó;a;Esteban;ser;más;positiva;ante los problemas;90;G;object;ungrammatical;match;recomendó;fem;ser;Blanca le recomendó a Esteban ser más positiva ante los problemas.
90;H;Cristóbal;le;recomendó;a;Esteban;ser;más;positiva;ante los problemas;90;H;object;ungrammatical;mismatch;recomendó;fem;ser;Cristóbal le recomendó a Esteban ser más positiva ante los problemas.
91;A;Adolfo;le;declaró;a;Abel;ser;muy;cauto;con los rumores;91;A;subject;grammatical;match;declaró;masc;ser;Adolfo le declaró a Abel ser muy cauto con los rumores.
91;B;Adolfo;le;declaró;a;Rebeca;ser;muy;cauto;con los rumores;91;B;subject;grammatical;mismatch;declaró;masc;ser;Adolfo le declaró a Rebeca ser muy cauto con los rumores.
91;C;Almudena;le;declaró;a;Abel;ser;muy;cauto;con los rumores;91;C;subject;ungrammatical;match;declaró;masc;ser;Almudena le declaró a Abel ser muy cauto con los rumores.
91;D;Almudena;le;declaró;a;Rebeca;ser;muy;cauto;con los rumores;91;D;subject;ungrammatical;mismatch;declaró;masc;ser;Almudena le declaró a Rebeca ser muy cauto con los rumores.
91;E;Adolfo;le;aconsejó;a;Abel;ser;muy;cauto;con los rumores;91;E;object;grammatical;match;aconsejó;masc;ser;Adolfo le aconsejó a Abel ser muy cauto con los rumores.
91;F;Almudena;le;aconsejó;a;Abel;ser;muy;cauto;con los rumores;91;F;object;grammatical;mismatch;aconsejó;masc;ser;Almudena le aconsejó a Abel ser muy cauto con los rumores.
91;G;Adolfo;le;aconsejó;a;Rebeca;ser;muy;cauto;con los rumores;91;G;object;ungrammatical;match;aconsejó;masc;ser;Adolfo le aconsejó a Rebeca ser muy cauto con los rumores.
91;H;Almudena;le;aconsejó;a;Rebeca;ser;muy;cauto;con los rumores;91;H;object;ungrammatical;mismatch;aconsejó;masc;ser;Almudena le aconsejó a Rebeca ser muy cauto con los rumores.
92;A;Nieves;le;desmintió;a;Noemí;ser;siempre tan;maleducada;con los invitados;92;A;subject;grammatical;match;desmintió;fem;ser;Nieves le desmintió a Noemí ser siempre tan maleducada con los invitados.
92;B;Nieves;le;desmintió;a;Darío;ser;siempre tan;maleducada;con los invitados;92;B;subject;grammatical;mismatch;desmintió;fem;ser;Nieves le desmintió a Darío ser siempre tan maleducada con los invitados.
92;C;Isidro;le;desmintió;a;Noemí;ser;siempre tan;maleducada;con los invitados;92;C;subject;ungrammatical;match;desmintió;fem;ser;Isidro le desmintió a Noemí ser siempre tan maleducada con los invitados.
92;D;Isidro;le;desmintió;a;Darío;ser;siempre tan;maleducada;con los invitados;92;D;subject;ungrammatical;mismatch;desmintió;fem;ser;Isidro le desmintió a Darío ser siempre tan maleducada con los invitados.
92;E;Nieves;le;prohibió;a;Noemí;ser;siempre tan;maleducada;con los invitados;92;E;object;grammatical;match;prohibió;fem;ser;Nieves le prohibió a Noemí ser siempre tan maleducada con los invitados.
92;F;Isidro;le;prohibió;a;Noemí;ser;siempre tan;maleducada;con los invitados;92;F;object;grammatical;mismatch;prohibió;fem;ser;Isidro le prohibió a Noemí ser siempre tan maleducada con los invitados.
92;G;Nieves;le;prohibió;a;Darío;ser;siempre tan;maleducada;con los invitados;92;G;object;ungrammatical;match;prohibió;fem;ser;Nieves le prohibió a Darío ser siempre tan maleducada con los invitados.
92;H;Isidro;le;prohibió;a;Darío;ser;siempre tan;maleducada;con los invitados;92;H;object;ungrammatical;mismatch;prohibió;fem;ser;Isidro le prohibió a Darío ser siempre tan maleducada con los invitados.
93;A;Israel;le;prometió;a;Gerardo;ser;mucho más;discreto;con los secretos;93;A;subject;grammatical;match;prometió;masc;ser;Israel le prometió a Gerardo ser mucho más discreto con los secretos.
93;B;Israel;le;prometió;a;Adela;ser;mucho más;discreto;con los secretos;93;B;subject;grammatical;mismatch;prometió;masc;ser;Israel le prometió a Adela ser mucho más discreto con los secretos.
93;C;Tania;le;prometió;a;Gerardo;ser;mucho más;discreto;con los secretos;93;C;subject;ungrammatical;match;prometió;masc;ser;Tania le prometió a Gerardo ser mucho más discreto con los secretos.
93;D;Tania;le;prometió;a;Adela;ser;mucho más;discreto;con los secretos;93;D;subject;ungrammatical;mismatch;prometió;masc;ser;Tania le prometió a Adela ser mucho más discreto con los secretos.
93;E;Israel;le;mandó;a;Gerardo;ser;mucho más;discreto;con los secretos;93;E;object;grammatical;match;mandó;masc;ser;Israel le mandó a Gerardo ser mucho más discreto con los secretos.
93;F;Tania;le;mandó;a;Gerardo;ser;mucho más;discreto;con los secretos;93;F;object;grammatical;mismatch;mandó;masc;ser;Tania le mandó a Gerardo ser mucho más discreto con los secretos.
93;G;Israel;le;mandó;a;Adela;ser;mucho más;discreto;con los secretos;93;G;object;ungrammatical;match;mandó;masc;ser;Israel le mandó a Adela ser mucho más discreto con los secretos.
93;H;Tania;le;mandó;a;Adela;ser;mucho más;discreto;con los secretos;93;H;object;ungrammatical;mismatch;mandó;masc;ser;Tania le mandó a Adela ser mucho más discreto con los secretos.
94;A;Valeria;le;garantizó;a;Emma;ser;muy;sensata;con el alcohol;94;A;subject;grammatical;match;garantizó;fem;ser;Valeria le garantizó a Emma ser muy sensata con el alcohol.
94;B;Valeria;le;garantizó;a;Omar;ser;muy;sensata;con el alcohol;94;B;subject;grammatical;mismatch;garantizó;fem;ser;Valeria le garantizó a Omar ser muy sensata con el alcohol.
94;C;Bruno;le;garantizó;a;Emma;ser;muy;sensata;con el alcohol;94;C;subject;ungrammatical;match;garantizó;fem;ser;Bruno le garantizó a Emma ser muy sensata con el alcohol.
94;D;Bruno;le;garantizó;a;Omar;ser;muy;sensata;con el alcohol;94;D;subject;ungrammatical;mismatch;garantizó;fem;ser;Bruno le garantizó a Omar ser muy sensata con el alcohol.
94;E;Valeria;le;ordenó;a;Emma;ser;muy;sensata;con el alcohol;94;E;object;grammatical;match;ordenó;fem;ser;Valeria le ordenó a Emma ser muy sensata con el alcohol.
94;F;Bruno;le;ordenó;a;Emma;ser;muy;sensata;con el alcohol;94;F;object;grammatical;mismatch;ordenó;fem;ser;Bruno le ordenó a Emma ser muy sensata con el alcohol.
94;G;Valeria;le;ordenó;a;Omar;ser;muy;sensata;con el alcohol;94;G;object;ungrammatical;match;ordenó;fem;ser;Valeria le ordenó a Omar ser muy sensata con el alcohol.
94;H;Bruno;le;ordenó;a;Omar;ser;muy;sensata;con el alcohol;94;H;object;ungrammatical;mismatch;ordenó;fem;ser;Bruno le ordenó a Omar ser muy sensata con el alcohol.
95;A;Hugo;le;juró;a;Julio;ser;sumamente;equitativo;en el reparto;95;A;subject;grammatical;match;juró;masc;ser;Hugo le juró a Julio ser sumamente equitativo en el reparto.
95;B;Hugo;le;juró;a;Nerea;ser;sumamente;equitativo;en el reparto;95;B;subject;grammatical;mismatch;juró;masc;ser;Hugo le juró a Nerea ser sumamente equitativo en el reparto.
95;C;Lorena;le;juró;a;Julio;ser;sumamente;equitativo;en el reparto;95;C;subject;ungrammatical;match;juró;masc;ser;Lorena le juró a Julio ser sumamente equitativo en el reparto.
95;D;Lorena;le;juró;a;Nerea;ser;sumamente;equitativo;en el reparto;95;D;subject;ungrammatical;mismatch;juró;masc;ser;Lorena le juró a Nerea ser sumamente equitativo en el reparto.
95;E;Hugo;le;exigió;a;Julio;ser;sumamente;equitativo;en el reparto;95;E;object;grammatical;match;exigió;masc;ser;Hugo le exigió a Julio ser sumamente equitativo en el reparto.
95;F;Lorena;le;exigió;a;Julio;ser;sumamente;equitativo;en el reparto;95;F;object;grammatical;mismatch;exigió;masc;ser;Lorena le exigió a Julio ser sumamente equitativo en el reparto.
95;G;Hugo;le;exigió;a;Nerea;ser;sumamente;equitativo;en el reparto;95;G;object;ungrammatical;match;exigió;masc;ser;Hugo le exigió a Nerea ser sumamente equitativo en el reparto.
95;H;Lorena;le;exigió;a;Nerea;ser;sumamente;equitativo;en el reparto;95;H;object;ungrammatical;mismatch;exigió;masc;ser;Lorena le exigió a Nerea ser sumamente equitativo en el reparto.
96;A;Carmen;le;reconoció;a;María;ser;mucho más;cautelosa;tras el accidente;96;A;subject;grammatical;match;reconoció;fem;ser;Carmen le reconoció a María ser mucho más cautelosa tras el accidente.
96;B;Carmen;le;reconoció;a;José;ser;mucho más;cautelosa;tras el accidente;96;B;subject;grammatical;mismatch;reconoció;fem;ser;Carmen le reconoció a José ser mucho más cautelosa tras el accidente.
96;C;Manuel;le;reconoció;a;María;ser;mucho más;cautelosa;tras el accidente;96;C;subject;ungrammatical;match;reconoció;fem;ser;Manuel le reconoció a María ser mucho más cautelosa tras el accidente.
96;D;Manuel;le;reconoció;a;José;ser;mucho más;cautelosa;tras el accidente;96;D;subject;ungrammatical;mismatch;reconoció;fem;ser;Manuel le reconoció a José ser mucho más cautelosa tras el accidente.
96;E;Carmen;le;encargó;a;María;ser;mucho más;cautelosa;tras el accidente;96;E;object;grammatical;match;encargó;fem;ser;Carmen le encargó a María ser mucho más cautelosa tras el accidente.
96;F;Manuel;le;encargó;a;María;ser;mucho más;cautelosa;tras el accidente;96;F;object;grammatical;mismatch;encargó;fem;ser;Manuel le encargó a María ser mucho más cautelosa tras el accidente.
96;G;Carmen;le;encargó;a;José;ser;mucho más;cautelosa;tras el accidente;96;G;object;ungrammatical;match;encargó;fem;ser;Carmen le encargó a José ser mucho más cautelosa tras el accidente.
96;H;Manuel;le;encargó;a;José;ser;mucho más;cautelosa;tras el accidente;96;H;object;ungrammatical;mismatch;encargó;fem;ser;Manuel le encargó a José ser mucho más cautelosa tras el accidente.
